"treeName","setname","source","description","nTips_all","processType","regimeMRCA","regimeTime","regime_nTips","K","sigma","lambda0","lambda1","mu0","mu1"
"RaboskyEtAl2017_297","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",670,"birth-death",671,0,644,NA,NA,0.0652748,0,0.00483005,0
"RaboskyEtAl2017_297","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",670,"birth-death",1207,81.2886,4,NA,NA,0.0995677,0,0.0275708,0
"RaboskyEtAl2017_297","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",670,"birth-death",893,81.9092,12,NA,NA,0.138721,0,0.00866677,0
"RaboskyEtAl2017_297","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",670,"birth-death",880,93.5445,8,NA,NA,0.121141,0,0.0246659,0
"RaboskyEtAl2017_297","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",670,"birth-death",827,75.1258,2,NA,NA,0.129002,0,0.088805,0
"RaboskyEtAl2017_298","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",518,"birth-death",519,0,464,NA,NA,0.151283,0,0.0923782,0
"RaboskyEtAl2017_298","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",518,"birth-death",931,71.747847,8,NA,NA,0.0938785,0,0.119922,0
"RaboskyEtAl2017_298","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",518,"birth-death",742,72.263747,2,NA,NA,0.229241,0,0.0112706,0
"RaboskyEtAl2017_298","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",518,"birth-death",545,52.596247,44,NA,NA,0.132398,0,0.00793085,0
"RaboskyEtAl2017_299","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",14,"birth-death",15,0,14,NA,NA,0.0334735,0,0.0126346,0
"RaboskyEtAl2017_300","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",73,"birth-death",74,0,73,NA,NA,0.0589225,0,0.0201575,0
"RaboskyEtAl2017_301","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",12,"birth-death",13,0,12,NA,NA,0.0866852,0,0.0589535,0
"RaboskyEtAl2017_302","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",62,"birth-death",63,0,58,NA,NA,0.0531592,0,0.00456746,0
"RaboskyEtAl2017_302","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",62,"birth-death",92,94.5256,4,NA,NA,0.276054,0,0.158765,0
"RaboskyEtAl2017_303","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1577,"birth-death",1578,0,1314,NA,NA,0.108825,0,0.0322511,0
"RaboskyEtAl2017_303","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1577,"birth-death",2708,70.5275,256,NA,NA,0.218164,0,0.0223019,0
"RaboskyEtAl2017_303","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1577,"birth-death",2484,87.7278,2,NA,NA,0.0506419,0,0.0271786,0
"RaboskyEtAl2017_303","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1577,"birth-death",2481,94.6305,3,NA,NA,0.117799,0,0.0146916,0
"RaboskyEtAl2017_303","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1577,"birth-death",2412,95.1327,2,NA,NA,0.0739833,0,0.14749,0
"RaboskyEtAl2017_304","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",580,"birth-death",581,0,460,NA,NA,0.0987193,0,0.0398072,0
"RaboskyEtAl2017_304","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",580,"birth-death",1145,61.13389,3,NA,NA,0.0569562,0,0.00449479,0
"RaboskyEtAl2017_304","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",580,"birth-death",899,57.82389,112,NA,NA,0.212676,0,0.0224601,0
"RaboskyEtAl2017_304","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",580,"birth-death",668,57.23209,5,NA,NA,0.0487831,0,0.0234839,0
"RaboskyEtAl2017_305","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",23,"birth-death",24,0,17,NA,NA,0.0310655,0,0.00315072,0
"RaboskyEtAl2017_305","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",23,"birth-death",35,89.2837,6,NA,NA,0.0718084,0,0.0560988,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",2190,0,2097,NA,NA,0.0647726,0,9.78855e-05,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",3658,73.7191,4,NA,NA,0.173738,0,0.0296629,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",3309,64.0713,2,NA,NA,0.101582,0,0.0089492,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",3268,99.4677,2,NA,NA,0.241328,0,0.0480269,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",3212,64.8943,3,NA,NA,0.0233368,0,0.0174454,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",3099,68.2757,39,NA,NA,0.184333,0,0.0903414,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",2936,75.5341,8,NA,NA,0.13187,0,0.0483997,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",2883,99.3297,2,NA,NA,0.134451,0,0.299438,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",2671,92.3201,3,NA,NA,0.0473489,0,0.0171523,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",2636,92.7778,20,NA,NA,0.692056,0,0.0470058,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",2563,95.9553,2,NA,NA,0.224985,0,0.030081,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",2517,89.6606,3,NA,NA,0.116878,0,0.0328935,0
"RaboskyEtAl2017_306","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2189,"birth-death",2473,83.92,4,NA,NA,0.0520618,0,0.00594848,0
"RaboskyEtAl2017_307","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",78,"birth-death",79,0,67,NA,NA,0.0959177,0,0.0493309,0
"RaboskyEtAl2017_307","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",78,"birth-death",106,48.222193,11,NA,NA,0.164907,0,0.0220668,0
"RaboskyEtAl2017_308","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",27,"birth-death",28,0,27,NA,NA,0.138013,0,0.0290026,0
"RaboskyEtAl2017_309","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",56,"birth-death",57,0,56,NA,NA,0.0526444,0,0.0067901,0
"RaboskyEtAl2017_310","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",429,"birth-death",430,0,423,NA,NA,0.0654926,0,0.00861784,0
"RaboskyEtAl2017_310","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",429,"birth-death",789,87.3304,3,NA,NA,0.123412,0,0.085698,0
"RaboskyEtAl2017_310","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",429,"birth-death",608,92.6885,3,NA,NA,0.171568,0,0.0463506,0
"RaboskyEtAl2017_311","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",97,"birth-death",98,0,97,NA,NA,0.0743895,0,0.0345745,0
"RaboskyEtAl2017_312","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",468,"birth-death",469,0,334,NA,NA,0.0797642,0,0.0319092,0
"RaboskyEtAl2017_312","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",468,"birth-death",670,26.45716,127,NA,NA,0.148404,0,0.0666092,0
"RaboskyEtAl2017_312","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",468,"birth-death",787,84.11236,3,NA,NA,0.321174,0,0.215147,0
"RaboskyEtAl2017_312","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",468,"birth-death",505,67.21346,4,NA,NA,0.244195,0,0.254915,0
"RaboskyEtAl2017_313","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",18,"birth-death",19,0,18,NA,NA,0.0495041,0,0.040163,0
"RaboskyEtAl2017_314","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",14,"birth-death",15,0,14,NA,NA,0.051664,0,0.0279398,0
"RaboskyEtAl2017_315","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",348,"birth-death",349,0,348,NA,NA,0.19875,0,0.15296,0
"RaboskyEtAl2017_316","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",151,"birth-death",152,0,120,NA,NA,0.0756756,0,0.0443749,0
"RaboskyEtAl2017_316","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",151,"birth-death",243,58.89812,31,NA,NA,0.131159,0,0.0376691,0
"RaboskyEtAl2017_317","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",459,"birth-death",460,0,455,NA,NA,0.0536672,0,0.00919871,0
"RaboskyEtAl2017_317","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",459,"birth-death",679,90.6286,2,NA,NA,0.10599,0,0.0668083,0
"RaboskyEtAl2017_317","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",459,"birth-death",543,95.6984,2,NA,NA,0.211497,0,0.0554862,0
"RaboskyEtAl2017_318","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",264,"birth-death",265,0,95,NA,NA,0.0523342,0,0.0240988,0
"RaboskyEtAl2017_318","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",264,"birth-death",360,21.2829,169,NA,NA,0.0819776,0,0.000912793,0
"RaboskyEtAl2017_319","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1239,"birth-death",1240,0,1217,NA,NA,0.126039,0,0.0562975,0
"RaboskyEtAl2017_319","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1239,"birth-death",2444,80.653835,9,NA,NA,0.190843,0,0.0333457,0
"RaboskyEtAl2017_319","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1239,"birth-death",1911,84.189135,10,NA,NA,0.204841,0,0.224554,0
"RaboskyEtAl2017_319","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1239,"birth-death",1754,94.665635,3,NA,NA,0.160673,0,0.0569989,0
"RaboskyEtAl2017_320","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",301,"birth-death",302,0,298,NA,NA,0.0550396,0,0.00401998,0
"RaboskyEtAl2017_320","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",301,"birth-death",379,94.9822,3,NA,NA,0.419072,0,0.0869541,0
"RaboskyEtAl2017_321","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",875,"birth-death",876,0,866,NA,NA,0.112883,0,0.0467596,0
"RaboskyEtAl2017_321","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",875,"birth-death",1293,60.76505,5,NA,NA,0.041395,0,0.000481452,0
"RaboskyEtAl2017_321","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",875,"birth-death",1024,73.80335,4,NA,NA,0.147519,0,0.0962957,0
"RaboskyEtAl2017_322","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",14,"birth-death",15,0,14,NA,NA,0.0261488,0,0.0200106,0
"RaboskyEtAl2017_323","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",281,"birth-death",282,0,279,NA,NA,0.0766152,0,0.0133319,0
"RaboskyEtAl2017_323","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",281,"birth-death",323,69.7309,2,NA,NA,0.0844667,0,0.00195359,0
"RaboskyEtAl2017_324","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2113,"birth-death",2114,0,2086,NA,NA,0.0898157,0,0.0179173,0
"RaboskyEtAl2017_324","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2113,"birth-death",3193,92.2956,6,NA,NA,0.194608,0,0.0488718,0
"RaboskyEtAl2017_324","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2113,"birth-death",3087,90.5927,13,NA,NA,0.246245,0,0.0838912,0
"RaboskyEtAl2017_324","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2113,"birth-death",2908,86.0635,3,NA,NA,0.0944368,0,0.0365891,0
"RaboskyEtAl2017_324","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2113,"birth-death",2649,71.3198,5,NA,NA,0.162721,0,0.153283,0
"RaboskyEtAl2017_325","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",59,"birth-death",60,0,59,NA,NA,0.102972,0,0.00779646,0
"RaboskyEtAl2017_326","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",304,"birth-death",305,0,304,NA,NA,0.100588,0,0.0333177,0
"RaboskyEtAl2017_327","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",399,"birth-death",400,0,388,NA,NA,0.109928,0,0.0493613,0
"RaboskyEtAl2017_327","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",399,"birth-death",485,63.14429,11,NA,NA,0.17728,0,0.0230065,0
"RaboskyEtAl2017_328","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",67,"birth-death",68,0,61,NA,NA,0.0533332,0,0.0231959,0
"RaboskyEtAl2017_328","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",67,"birth-death",120,92.827553,3,NA,NA,0.0924029,0,0.00222179,0
"RaboskyEtAl2017_328","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",67,"birth-death",74,86.491553,3,NA,NA,0.0519818,0,0.00689964,0
"RaboskyEtAl2017_329","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",599,"birth-death",600,0,597,NA,NA,0.110896,0,0.0406352,0
"RaboskyEtAl2017_329","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",599,"birth-death",881,81.73403,2,NA,NA,0.219606,0,0.044157,0
"RaboskyEtAl2017_330","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",13,"birth-death",14,0,13,NA,NA,0.0669719,0,0.0314897,0
"RaboskyEtAl2017_331","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",116,"birth-death",117,0,114,NA,NA,0.0503749,0,0.0189517,0
"RaboskyEtAl2017_331","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",116,"birth-death",155,77.62808,2,NA,NA,0.0898822,0,0.117733,0
"RaboskyEtAl2017_332","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",16,"birth-death",17,0,16,NA,NA,0.0251488,0,0.0161118,0
"RaboskyEtAl2017_333","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",60,"birth-death",61,0,60,NA,NA,0.035379,0,0.0110588,0
"RaboskyEtAl2017_334","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1577,"birth-death",1578,0,1567,NA,NA,0.0875617,0,0.0114544,0
"RaboskyEtAl2017_334","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1577,"birth-death",2296,91.3456,5,NA,NA,0.141755,0,0.0687672,0
"RaboskyEtAl2017_334","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1577,"birth-death",1994,83.8104,5,NA,NA,0.0636137,0,0.0611071,0
"RaboskyEtAl2017_335","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1772,"birth-death",1773,0,1732,NA,NA,0.12518,0,0.0443339,0
"RaboskyEtAl2017_335","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1772,"birth-death",3050,62.992214,18,NA,NA,0.20281,0,0.0540006,0
"RaboskyEtAl2017_335","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1772,"birth-death",2892,85.140114,2,NA,NA,0.0787378,0,0.020163,0
"RaboskyEtAl2017_335","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1772,"birth-death",2630,96.746714,2,NA,NA,0.0104465,0,0.0151842,0
"RaboskyEtAl2017_335","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1772,"birth-death",2188,67.306514,5,NA,NA,0.036247,0,0.00793865,0
"RaboskyEtAl2017_335","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1772,"birth-death",2181,88.364414,2,NA,NA,0.0865771,0,0.165033,0
"RaboskyEtAl2017_335","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1772,"birth-death",2052,91.484414,6,NA,NA,0.191169,0,0.0486069,0
"RaboskyEtAl2017_335","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1772,"birth-death",1874,96.997514,2,NA,NA,0.0496413,0,0.0463863,0
"RaboskyEtAl2017_335","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1772,"birth-death",1796,87.818114,3,NA,NA,0.065705,0,0.0869323,0
"RaboskyEtAl2017_336","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",98,"birth-death",99,0,98,NA,NA,0.0659657,0,0.0324348,0
"RaboskyEtAl2017_337","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",27,"birth-death",28,0,27,NA,NA,0.082892,0,0.0461703,0
"RaboskyEtAl2017_338","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",27,"birth-death",28,0,27,NA,NA,0.0308626,0,0.000805819,0
"RaboskyEtAl2017_339","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",45,"birth-death",46,0,35,NA,NA,0.0742536,0,0.0546957,0
"RaboskyEtAl2017_339","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",45,"birth-death",67,55.89367,10,NA,NA,0.0998946,0,0.0677346,0
"RaboskyEtAl2017_340","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",77,"birth-death",78,0,77,NA,NA,0.110469,0,0.0852266,0
"RaboskyEtAl2017_341","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",703,"birth-death",704,0,673,NA,NA,0.0678696,0,0.0172651,0
"RaboskyEtAl2017_341","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",703,"birth-death",1393,56.8872,14,NA,NA,0.108352,0,0.054373,0
"RaboskyEtAl2017_341","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",703,"birth-death",720,55.8079,16,NA,NA,0.0897256,0,0.000686701,0
"RaboskyEtAl2017_342","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",169,"birth-death",170,0,165,NA,NA,0.159761,0,0.087327,0
"RaboskyEtAl2017_342","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",169,"birth-death",298,55.08237,4,NA,NA,0.148476,0,0.0264758,0
"RaboskyEtAl2017_343","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1061,"birth-death",1062,0,1055,NA,NA,0.120311,0,0.0701116,0
"RaboskyEtAl2017_343","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1061,"birth-death",1893,78.3488,2,NA,NA,0.0929946,0,0.0429395,0
"RaboskyEtAl2017_343","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1061,"birth-death",1696,62.2248,2,NA,NA,0.029424,0,0.0138151,0
"RaboskyEtAl2017_343","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1061,"birth-death",1294,62.4118,2,NA,NA,0.116366,0,0.0556202,0
"RaboskyEtAl2017_344","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1562,"birth-death",1563,0,1509,NA,NA,0.0734521,0,0.00861884,0
"RaboskyEtAl2017_344","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1562,"birth-death",3070,85.0048,4,NA,NA,0.115514,0,0.0726742,0
"RaboskyEtAl2017_344","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1562,"birth-death",2576,78.1963,17,NA,NA,0.213241,0,0.0625803,0
"RaboskyEtAl2017_344","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1562,"birth-death",2571,76.5551,5,NA,NA,0.0999478,0,0.153805,0
"RaboskyEtAl2017_344","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1562,"birth-death",2107,86.1605,9,NA,NA,0.194395,0,0.0293519,0
"RaboskyEtAl2017_344","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1562,"birth-death",1880,72.1881,4,NA,NA,0.0958829,0,0.0174843,0
"RaboskyEtAl2017_344","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1562,"birth-death",1864,47.5185,12,NA,NA,0.0770761,0,0.00516783,0
"RaboskyEtAl2017_344","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",1562,"birth-death",1595,93.5976,2,NA,NA,0.0426919,0,0.0158209,0
"RaboskyEtAl2017_345","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",709,"birth-death",710,0,382,NA,NA,0.0592866,0,0.00805785,0
"RaboskyEtAl2017_345","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",709,"birth-death",1245,40.5162,80,NA,NA,0.182287,0,0.0946688,0
"RaboskyEtAl2017_345","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",709,"birth-death",1196,83.4743,29,NA,NA,0.201009,0,0.0252119,0
"RaboskyEtAl2017_345","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",709,"birth-death",1204,93.5461,2,NA,NA,0.142335,0,0.00842037,0
"RaboskyEtAl2017_345","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",709,"birth-death",968,75.1663,198,NA,NA,0.344862,0,0.111945,0
"RaboskyEtAl2017_345","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",709,"birth-death",1166,86.6733,3,NA,NA,0.07938,0,0.0158534,0
"RaboskyEtAl2017_345","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",709,"birth-death",777,43.8455,13,NA,NA,0.0544347,0,0.024479,0
"RaboskyEtAl2017_345","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",709,"birth-death",755,94.2787,2,NA,NA,0.0347054,0,0.0411164,0
"RaboskyEtAl2017_346","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",10,"birth-death",11,0,10,NA,NA,0.125645,0,0.103778,0
"RaboskyEtAl2017_347","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",32,"birth-death",33,0,28,NA,NA,0.0472354,0,0.0302921,0
"RaboskyEtAl2017_347","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",32,"birth-death",63,41.54508,2,NA,NA,0.0341914,0,0.0152994,0
"RaboskyEtAl2017_347","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",32,"birth-death",62,52.36718,2,NA,NA,0.136674,0,0.0283358,0
"RaboskyEtAl2017_348","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",217,"birth-death",218,0,210,NA,NA,0.0791447,0,0.0272464,0
"RaboskyEtAl2017_348","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",217,"birth-death",382,76.2201,2,NA,NA,0.0659291,0,0.0115667,0
"RaboskyEtAl2017_348","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",217,"birth-death",232,81.0166,5,NA,NA,0.111444,0,0.0877584,0
"RaboskyEtAl2017_349","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",349,"birth-death",350,0,17,NA,NA,0.0775967,0,0.0511621,0
"RaboskyEtAl2017_349","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",349,"birth-death",367,58.6496,327,NA,NA,0.124138,0,0.000305205,0
"RaboskyEtAl2017_349","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",349,"birth-death",494,90.0968,5,NA,NA,0.0970558,0,0.0329841,0
"RaboskyEtAl2017_350","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",15,"birth-death",16,0,15,NA,NA,0.150319,0,0.145978,0
"RaboskyEtAl2017_351","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",48,"birth-death",49,0,48,NA,NA,0.0395051,0,0.00363036,0
"RaboskyEtAl2017_352","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",924,"birth-death",925,0,910,NA,NA,0.130527,0,0.0954804,0
"RaboskyEtAl2017_352","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",924,"birth-death",1082,32.722263,14,NA,NA,0.170144,0,0.00445616,0
"RaboskyEtAl2017_353","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",254,"birth-death",255,0,254,NA,NA,0.0455867,0,0.00724356,0
